Stock,Total Quarterly Gross Profit Score,Total Annual Gross Profit Score,Total Quarterly Revenue Score,Total Annual Revenue Score,Total Quarterly EPS Score,Total Annual EPS Score,Total Score
AACG,1,1,1,1,2.0,0.0,6
AAL,0,1,1,0,0.0,1.0,3
AAME,2,2,2,1,1.0,0.0,8
AAOI,0,2,0,2,0.0,0.0,4
AAON,1,3,1,3,1.0,3.0,12
AAPL,3,2,3,2,3.0,2.0,15
AAWW,2,2,2,2,2.0,2.0,12
ABCB,1,1,1,1,1.0,2.0,7
ABMD,1,0,1,0,1.0,1.0,4
ABST,0,1,1,3,0.0,0.0,5
ABTX,1,1,1,1,0.0,0.0,4
ACAD,2,1,0,0,0.0,0.0,3
ACBI,1,0,1,0,2.0,1.0,5
ACGL,2,1,2,1,0.0,1.0,7
ACHC,1,1,1,1,0.0,1.0,5
ACIU,0,1,0,1,0.0,1.0,3
ACIW,2,1,3,1,2.0,2.0,11
ACLS,2,2,2,2,2.0,2.0,12
ACNB,2,2,2,2,0.0,0.0,8
ACOR,1,0,1,0,1.0,0.0,3
ACRS,0,0,2,2,0.0,0.0,4
ACRX,0,0,0,3,0.0,0.0,3
ACTG,1,2,1,2,3.0,2.0,11
ADBE,3,0,3,1,1.0,2.0,10
ADES,2,1,1,1,1.0,0.0,6
ADI,0,0,0,0,0.0,0.0,0
ADMA,2,0,3,1,0.0,0.0,6
ADMS,0,0,0,0,0.0,0.0,0
ADP,1,1,3,0,1.0,1.0,7
ADPT,0,0,1,1,0.0,0.0,2
ADSK,3,0,3,1,2.0,3.0,12
ADTN,1,1,0,1,1.0,2.0,6
ADUS,3,1,1,1,1.0,1.0,8
ADV,1,0,1,0,,,2
AEGN,1,0,1,0,0.0,0.0,2
AEIS,1,2,1,3,0.0,2.0,9
AEP,1,3,1,0,1.0,2.0,8
AESE,0,0,1,0,0.0,,1
AEYE,2,2,2,2,0.0,0.0,8
AEZS,3,2,3,2,2.0,0.0,12
AFIN,1,0,1,0,0.0,0.0,2
AFMD,2,1,2,1,0.0,0.0,6
AGEN,0,0,2,1,0.0,0.0,3
AGFS,1,0,1,0,0.0,0.0,2
AGIO,0,0,2,2,0.0,0.0,4
AGNC,2,1,2,1,2.0,1.0,9
AGYS,1,1,1,3,1.0,0.0,7
AHPI,3,2,1,2,2.0,0.0,10
AIH,1,2,1,2,,,6
AIHS,0,2,1,2,0.0,0.0,5
AIMC,1,1,1,1,0.0,1.0,5
AINV,0,2,0,2,1.0,0.0,5
AIRG,1,0,1,0,0.0,1.0,3
AIRT,2,0,2,0,2.0,2.0,8
AKAM,2,2,2,2,0.0,1.0,9
AKBA,0,2,0,1,0.0,0.0,3
AKTS,0,1,3,2,0.0,0.0,6
ALBO,2,0,2,0,0.0,0.0,4
ALCO,2,1,2,1,1.0,0.0,7
ALEC,0,0,1,0,0.0,0.0,1
ALGM,3,1,3,1,,,8
ALGN,1,0,1,0,1.0,2.0,5
ALGT,2,1,1,1,0.0,1.0,6
ALIM,1,0,1,0,0.0,0.0,2
ALJJ,0,2,1,2,1.0,0.0,6
ALNY,3,1,3,1,0.0,0.0,8
ALPN,0,0,3,3,0.0,0.0,6
ALRM,3,2,1,2,1.0,1.0,10
ALRS,0,3,0,3,1.0,,7
ALT,0,0,1,2,0.0,0.0,3
ALTA,1,2,1,2,1.0,0.0,7
ALTM,1,0,1,0,3.0,2.0,7
ALTR,3,0,3,0,2.0,0.0,8
ALXN,1,1,1,3,1.0,1.0,8
ALYA,2,1,2,2,0.0,0.0,7
AMAL,1,0,1,0,1.0,,3
AMAT,2,2,2,2,1.0,2.0,11
AMCX,2,0,3,0,1.0,0.0,6
AMD,1,2,1,2,3.0,2.0,11
AMED,1,1,1,1,1.0,2.0,7
AMEH,1,2,1,2,3.0,2.0,11
AMGN,3,2,1,2,1.0,0.0,9
AMKR,1,2,1,2,1.0,2.0,9
AMNB,1,1,1,1,1.0,2.0,7
AMOT,1,1,1,0,1.0,0.0,4
AMRB,3,1,3,1,1.0,1.0,10
AMRK,1,3,0,2,0.0,3.0,9
AMRN,1,1,1,1,2.0,0.0,6
AMSC,0,1,2,1,0.0,1.0,5
AMSF,2,1,2,0,2.0,0.0,7
AMSWA,1,2,1,2,2.0,0.0,8
AMTB,1,1,1,1,3.0,1.0,8
AMTX,0,1,0,1,1.0,0.0,3
AMWD,1,1,1,1,1.0,1.0,6
AMZN,2,2,2,2,0.0,2.0,10
ANAT,2,1,2,1,1.0,2.0,9
ANDE,2,1,2,1,2.0,0.0,8
ANGI,0,0,0,0,0.0,0.0,0
ANIK,3,1,1,3,0.0,1.0,9
ANIP,1,0,1,0,1.0,0.0,3
ANSS,2,0,2,0,2.0,0.0,6
ANY,2,2,0,0,0.0,0.0,4
AOSL,1,0,1,0,1.0,0.0,3
APA,1,0,1,0,2.0,0.0,4
APDN,2,1,2,1,0.0,0.0,6
APEI,2,2,2,2,2.0,2.0,12
APEN,1,0,1,0,0.0,0.0,2
APHA,1,2,2,1,0.0,,6
APOG,1,2,1,0,1.0,2.0,7
APPF,0,1,0,1,0.0,2.0,4
APTX,0,0,0,0,0.0,0.0,0
APYX,1,1,3,1,0.0,0.0,6
ARCC,3,0,3,0,0.0,0.0,6
ARCT,0,0,1,1,0.0,0.0,2
ARDX,0,0,0,1,0.0,0.0,1
ARKO,0,3,1,1,2.0,,7
ARKR,1,1,1,0,0.0,0.0,3
ARLP,1,0,1,0,1.0,1.0,4
AROW,3,2,3,2,1.0,2.0,13
ARTNA,0,3,1,3,0.0,2.0,9
ARTW,0,1,1,1,0.0,0.0,3
ARVN,1,1,1,1,0.0,0.0,4
ARWR,2,1,2,1,0.0,1.0,7
ASMB,0,0,0,2,0.0,0.0,2
ASML,2,2,0,2,0.0,2.0,8
ASND,1,0,1,0,0.0,0.0,2
ASPS,1,0,0,0,0.0,0.0,1
ASRT,1,0,1,0,0.0,0.0,2
ASTC,0,2,0,3,0.0,0.0,5
ASTE,2,1,2,0,2.0,1.0,8
ASUR,1,1,1,0,0.0,2.0,5
ASYS,2,0,2,0,2.0,0.0,6
ATAX,2,0,2,0,0.0,0.0,4
ATEC,1,3,1,3,0.0,0.0,8
ATEX,1,1,0,0,0.0,0.0,2
ATLC,0,2,0,2,0.0,1.0,5
ATLO,1,2,1,2,3.0,1.0,10
ATNI,1,2,3,2,0.0,0.0,8
ATNX,1,2,0,2,0.0,0.0,5
ATRC,1,0,1,0,0.0,0.0,2
ATRI,0,0,0,0,2.0,1.0,3
ATRO,2,0,2,0,0.0,0.0,4
ATRS,1,1,1,1,2.0,2.0,8
ATSG,1,1,1,1,2.0,0.0,6
ATVI,2,2,2,2,0.0,2.0,10
AUB,0,0,0,0,0.0,0.0,0
AUBN,3,1,3,1,1.0,0.0,9
AUDC,3,3,1,1,1.0,2.0,11
AVAV,1,1,1,1,0.0,1.0,5
AVGO,1,0,1,0,1.0,0.0,3
AVGR,1,0,1,1,0.0,0.0,3
AVID,1,1,3,0,1.0,1.0,7
AVNW,3,2,3,1,1.0,1.0,11
AVT,1,0,1,0,2.0,1.0,5
AWRE,1,0,3,0,0.0,0.0,4
AXAS,2,0,2,1,0.0,1.0,6
AXDX,1,1,1,1,0.0,0.0,4
AXGN,1,0,1,0,0.0,0.0,2
AXNX,1,0,1,1,0.0,0.0,3
AXTI,1,2,1,2,1.0,0.0,7
AY,0,2,0,2,1.0,0.0,5
AYTU,0,3,2,3,0.0,0.0,8
AZN,2,1,3,1,2.0,2.0,11
AZPN,2,1,2,1,2.0,0.0,8
BAND,3,2,2,2,0.0,0.0,9
BANR,1,0,1,0,1.0,0.0,3
BATRA,1,0,1,0,0.0,0.0,2
BATRK,1,0,1,0,0.0,0.0,2
BBBY,1,0,1,0,1.0,0.0,3
BBCP,0,0,0,1,1.0,0.0,2
BBGI,1,0,1,0,2.0,1.0,5
BBI,0,0,0,0,2.0,0.0,2
BBIG,1,3,1,3,0.0,,8
BBQ,1,0,1,1,2.0,1.0,6
BBSI,1,1,1,0,0.0,0.0,3
BCBP,1,0,1,0,1.0,0.0,3
BCDA,0,0,3,0,0.0,0.0,3
BCML,3,1,3,1,2.0,0.0,10
BCOR,1,1,1,1,0.0,0.0,4
BCOV,1,3,2,1,1.0,0.0,8
BCYC,0,0,1,0,0.0,,1
BEAT,2,1,2,1,2.0,1.0,9
BECN,0,0,0,0,1.0,0.0,1
BEEM,0,0,2,2,0.0,0.0,4
BELFA,0,2,0,0,1.0,1.0,4
BELFB,0,2,0,0,0.0,2.0,4
BFC,2,2,2,2,1.0,2.0,11
BFST,0,2,0,2,1.0,0.0,5
BGCP,2,0,2,0,0.0,0.0,4
BGFV,1,3,1,3,0.0,3.0,11
BGNE,0,0,1,1,0.0,0.0,2
BHF,0,0,1,2,0.0,0.0,3
BIIB,0,0,0,0,0.0,0.0,0
BIOC,3,2,1,3,2.0,0.0,11
BIOL,1,0,1,0,0.0,0.0,2
BJRI,1,0,1,0,0.0,0.0,2
BKCC,0,0,0,0,2.0,0.0,2
BKEP,1,1,1,2,1.0,0.0,6
BKNG,1,1,1,0,1.0,0.0,4
BKSC,1,1,1,1,1.0,0.0,5
BKYI,1,2,1,2,2.0,0.0,8
BLBD,1,1,1,0,1.0,0.0,4
BLDR,2,2,1,2,2.0,2.0,11
BLFS,3,2,3,2,2.0,0.0,12
BLIN,1,2,3,2,1.0,0.0,9
BLKB,2,0,2,0,0.0,0.0,4
BLMN,1,1,1,1,0.0,1.0,5
BLUE,0,0,0,2,0.0,0.0,2
BMRA,2,2,2,2,0.0,0.0,8
BMRC,3,0,3,0,1.0,1.0,8
BMRN,2,1,1,1,1.0,2.0,8
BMTC,2,0,2,0,2.0,0.0,6
BNFT,3,0,3,1,2.0,0.0,9
BNGO,2,1,1,0,0.0,0.0,4
BNTX,1,0,3,2,2.0,,8
BOCH,2,0,2,0,0.0,0.0,4
BOKF,1,1,1,1,1.0,0.0,5
BOMN,3,0,1,0,2.0,2.0,8
BOOM,1,0,1,0,1.0,0.0,3
BOSC,1,0,3,1,1.0,0.0,6
BOTJ,3,0,3,0,1.0,0.0,7
BOXL,2,2,2,2,0.0,0.0,8
BPFH,1,0,1,0,1.0,0.0,3
BPMC,1,2,1,2,1.0,2.0,9
BPOP,0,0,0,0,0.0,0.0,0
BPRN,2,2,2,2,1.0,2.0,11
BPY,2,1,0,0,0.0,0.0,3
BRID,1,1,1,1,0.0,2.0,6
BRKL,2,0,2,0,2.0,0.0,6
BRKR,1,1,3,1,0.0,0.0,6
BRKS,1,1,1,1,1.0,1.0,6
BRP,1,2,1,3,0.0,,7
BRY,1,0,1,0,0.0,0.0,2
BSBK,1,2,1,2,,,6
BSET,0,0,0,0,3.0,0.0,3
BSQR,1,0,1,0,0.0,0.0,2
BSRR,1,0,1,0,3.0,1.0,6
BSVN,2,1,2,1,2.0,2.0,10
BUSE,1,1,1,1,0.0,0.0,4
BWAY,2,0,1,0,0.0,,3
BWB,2,0,2,0,1.0,1.0,6
BWEN,0,1,0,1,0.0,0.0,2
BWFG,1,1,1,1,1.0,0.0,5
BYND,2,0,2,1,0.0,0.0,5
BZUN,2,0,2,1,1.0,0.0,6
CAC,1,1,1,1,1.0,0.0,5
CACC,0,0,0,0,0.0,0.0,0
CAKE,1,1,1,1,0.0,1.0,5
CALB,1,0,1,0,2.0,0.0,4
CALM,1,0,1,0,1.0,0.0,3
CAMP,3,0,3,2,0.0,0.0,8
CAMT,2,2,2,2,1.0,0.0,9
CAPR,0,0,2,0,0.0,0.0,2
CAR,1,0,1,0,1.0,1.0,4
CARA,2,2,3,2,2.0,2.0,13
CARE,1,0,1,0,,0.0,2
CARG,1,0,1,0,1.0,2.0,5
CARV,0,0,0,0,0.0,0.0,0
CASA,1,2,1,2,3.0,2.0,11
CASH,3,1,3,1,2.0,1.0,11
CASS,3,0,3,0,3.0,0.0,9
CASY,0,1,0,0,0.0,2.0,3
CATC,1,3,1,3,2.0,1.0,11
CATM,1,1,1,1,1.0,1.0,6
CATY,3,0,3,0,2.0,0.0,8
CBAN,1,1,1,1,3.0,1.0,8
CBFV,2,0,2,0,1.0,2.0,7
CBLI,0,0,0,0,0.0,0.0,0
CBNK,1,3,1,3,3.0,1.0,12
CBRL,0,1,1,0,1.0,0.0,3
CBSH,1,0,1,0,1.0,0.0,3
CBTX,3,0,3,0,1.0,0.0,7
CCAP,2,1,2,1,2.0,,8
CCB,3,1,3,1,0.0,0.0,8
CCBG,0,3,0,3,0.0,0.0,6
CCLP,0,1,0,1,0.0,0.0,2
CCMP,2,1,2,1,1.0,2.0,9
CCNC,2,3,1,1,0.0,2.0,9
CCNE,1,1,1,1,0.0,0.0,4
CCOI,2,0,3,0,0.0,0.0,5
CCRN,2,0,2,3,2.0,0.0,9
CCXI,0,0,0,2,0.0,0.0,2
CDEV,1,0,1,0,0.0,0.0,2
CDK,2,0,0,1,3.0,2.0,8
CDLX,1,1,1,1,0.0,0.0,4
CDMO,0,1,2,2,0.0,0.0,5
CDNA,2,1,1,1,0.0,0.0,5
CDNS,3,2,3,2,1.0,1.0,12
CDW,1,1,1,1,2.0,0.0,6
CDXC,2,1,2,0,0.0,0.0,5
CDZI,2,2,2,2,0.0,0.0,8
CECE,2,1,3,1,2.0,1.0,10
CELH,1,3,1,2,1.0,1.0,9
CEMI,1,0,1,0,0.0,0.0,2
CENT,0,2,0,2,0.0,2.0,6
CENTA,0,2,0,2,0.0,2.0,6
CENX,0,0,0,0,0.0,0.0,0
CERC,0,0,2,0,0.0,0.0,2
CERN,3,1,1,1,1.0,2.0,9
CERS,1,3,1,1,0.0,0.0,6
CETX,0,1,0,1,0.0,0.0,2
CFB,1,0,1,0,1.0,0.0,3
CFBK,0,3,0,3,1.0,1.0,8
CFFI,1,3,1,3,1.0,2.0,11
CFMS,2,0,2,0,0.0,0.0,4
CGBD,2,0,2,0,2.0,1.0,7
CGC,1,2,1,1,0.0,0.0,5
CGNX,1,2,1,2,1.0,0.0,7
CHCO,1,1,1,1,3.0,0.0,7
CHDN,1,1,1,1,1.0,0.0,5
CHFS,2,1,2,2,2.0,0.0,9
CHKP,2,0,2,1,1.0,2.0,8
CHMG,2,2,2,2,0.0,2.0,10
CHRW,2,0,1,2,2.0,0.0,7
CHTR,1,3,3,2,2.0,3.0,14
CHUY,1,1,1,0,0.0,1.0,4
CHX,1,2,1,2,2.0,0.0,8
CIDM,2,0,3,0,0.0,0.0,5
CIGI,3,0,3,0,1.0,0.0,7
CIH,0,1,1,1,,,3
CINF,2,1,2,1,2.0,1.0,9
CIZN,1,2,1,2,3.0,1.0,10
CJJD,2,1,2,0,0.0,0.0,5
CKPT,0,0,0,0,0.0,0.0,0
CLCT,3,1,3,3,1.0,1.0,12
CLDB,3,0,3,0,2.0,1.0,9
CLDX,0,0,3,2,0.0,0.0,5
CLGN,1,2,1,2,1.0,0.0,7
CLLS,1,2,1,3,0.0,0.0,7
CLMT,2,0,1,0,0.0,0.0,3
CLNE,1,0,1,0,0.0,1.0,3
CLPT,1,1,1,1,0.0,0.0,4
CLRO,1,2,1,2,2.0,2.0,10
CLSD,1,1,1,1,0.0,0.0,4
CLVS,2,0,2,0,0.0,0.0,4
CLXT,0,0,3,1,0.0,0.0,4
CMBM,1,1,1,0,2.0,2.0,7
CMCO,1,0,1,0,2.0,0.0,4
CMCSA,3,1,3,1,2.0,1.0,11
CMCT,2,0,1,0,0.0,2.0,5
CME,2,0,2,0,2.0,1.0,7
CMLS,1,0,1,0,0.0,0.0,2
CMPR,3,0,1,0,2.0,0.0,6
CMRX,0,0,1,1,0.0,0.0,2
CMTL,3,1,2,1,2.0,0.0,9
CNBKA,1,2,1,2,1.0,0.0,7
CNCE,0,0,0,2,0.0,0.0,2
CNDT,1,0,1,0,0.0,0.0,2
CNET,0,2,1,0,0.0,0.0,3
CNFR,2,2,2,2,1.0,0.0,9
CNNB,2,3,2,3,2.0,2.0,14
CNOB,0,1,0,1,0.0,0.0,2
CNSL,2,0,1,0,1.0,2.0,6
CNTG,2,1,2,1,,,6
CNTY,1,3,1,3,2.0,0.0,10
CNXN,1,1,1,1,1.0,1.0,6
CODX,2,2,2,3,1.0,0.0,10
COFS,0,3,0,3,1.0,1.0,8
COHR,1,0,1,0,1.0,0.0,3
COHU,3,1,3,1,2.0,0.0,10
COKE,1,1,1,0,0.0,3.0,6
COLB,2,0,2,0,2.0,0.0,6
COLL,0,2,0,0,0.0,2.0,4
COMM,1,1,0,1,2.0,0.0,5
CONN,2,0,2,0,2.0,0.0,6
COOP,0,0,0,0,1.0,2.0,3
CORE,1,0,0,0,0.0,0.0,1
CORT,0,0,0,0,2.0,1.0,3
COST,0,3,2,2,0.0,0.0,7
COUP,1,1,2,1,0.0,0.0,5
COWN,2,2,2,2,2.0,2.0,12
CPHC,1,0,1,0,1.0,0.0,3
CPIX,1,1,2,1,0.0,0.0,5
CPLP,0,2,0,2,1.0,2.0,7
CPRT,1,1,1,0,1.0,1.0,5
CPSH,0,2,0,0,0.0,0.0,2
CPSI,1,0,1,0,1.0,0.0,3
CPSS,2,2,2,2,1.0,2.0,11
CPST,2,0,2,0,0.0,0.0,4
CPTA,0,0,0,0,2.0,0.0,2
CRAI,3,0,2,2,2.0,2.0,11
CRBP,0,0,1,1,0.0,0.0,2
CRDF,0,0,1,2,2.0,0.0,5
CREE,2,1,2,0,0.0,0.0,5
CRESY,0,0,0,0,1.0,2.0,3
CREX,1,0,1,1,2.0,1.0,6
CRIS,0,0,1,2,0.0,0.0,3
CRMT,0,1,1,3,0.0,0.0,5
CRNC,1,2,1,0,3.0,1.0,8
CRNT,1,0,1,0,1.0,0.0,3
CRON,0,0,2,2,1.0,1.0,6
CROX,0,3,2,1,2.0,1.0,9
CRSP,0,1,1,1,0.0,1.0,4
CRTD,1,1,1,1,0.0,0.0,4
CRUS,1,2,1,2,1.0,2.0,9
CRVL,1,1,1,0,1.0,1.0,5
CRWD,1,0,1,0,0.0,,2
CRWS,1,1,1,1,1.0,1.0,6
CSBR,2,0,2,1,1.0,1.0,7
CSCO,2,1,2,1,2.0,1.0,9
CSGP,1,2,1,2,0.0,0.0,6
CSGS,3,1,3,1,1.0,1.0,10
CSII,1,1,1,1,0.0,0.0,4
CSIQ,1,0,1,2,0.0,0.0,4
CSOD,2,2,0,2,2.0,0.0,8
CSPI,1,0,1,1,3.0,0.0,6
CSSE,1,0,1,0,0.0,0.0,2
CSTE,1,0,1,0,1.0,0.0,3
CSTL,1,1,1,1,0.0,,4
CSWC,3,0,3,0,0.0,0.0,6
CSWI,1,2,1,2,1.0,1.0,8
CSX,1,0,1,0,1.0,1.0,4
CTAS,0,0,2,0,1.0,0.0,3
CTBI,2,0,2,0,0.0,0.0,4
CTG,2,0,2,0,3.0,2.0,9
CTMX,1,2,1,2,0.0,0.0,6
CTRN,2,2,2,0,1.0,1.0,8
CTSO,3,2,2,2,0.0,0.0,9
CTXS,2,2,2,2,2.0,0.0,10
CUTR,1,1,1,1,2.0,0.0,6
CVBF,1,1,1,1,0.0,0.0,4
CVCO,2,2,3,0,2.0,0.0,9
CVCY,1,0,1,0,1.0,0.0,3
CVET,3,1,1,2,2.0,0.0,9
CVGI,1,0,1,0,1.0,0.0,3
CVGW,0,1,0,1,1.0,1.0,4
CVLG,3,0,1,0,1.0,0.0,5
CVLT,2,0,2,0,2.0,1.0,7
CVLY,2,0,2,0,2.0,0.0,6
CVV,0,2,1,0,0.0,0.0,3
CWBC,1,1,1,1,2.0,1.0,7
CWCO,0,1,0,2,1.0,0.0,4
CWST,0,1,1,1,2.0,1.0,6
CXDC,1,0,1,2,1.0,1.0,6
CYAN,1,2,1,2,2.0,2.0,10
CYBE,1,2,1,2,0.0,1.0,7
CYTK,1,0,1,2,0.0,0.0,4
CZNC,1,2,1,2,2.0,0.0,8
CZR,1,2,1,2,0.0,0.0,6
CZWI,2,1,2,1,0.0,1.0,7
DADA,2,1,2,3,,,8
DAIO,1,0,1,0,0.0,0.0,2
DAKT,0,2,0,2,0.0,2.0,6
DBX,1,0,1,0,1.0,0.0,3
DCOM,1,0,1,0,3.0,1.0,6
DCT,3,3,1,3,,,10
DCTH,1,2,0,2,2.0,0.0,7
DENN,1,0,1,0,1.0,1.0,4
DGICA,2,1,2,1,2.0,1.0,9
DGICB,2,1,2,1,2.0,1.0,9
DGII,3,2,1,0,1.0,1.0,8
DGLY,2,0,2,0,3.0,0.0,7
DHC,2,0,0,2,0.0,0.0,4
DHIL,1,0,3,0,2.0,1.0,7
DIOD,3,0,3,0,1.0,0.0,7
DISCA,2,0,3,0,1.0,0.0,6
DISCB,2,0,3,0,2.0,0.0,7
DISCK,2,0,3,0,1.0,0.0,6
DISH,1,2,1,2,2.0,2.0,10
DJCO,0,1,0,1,0.0,2.0,4
DKNG,3,1,3,3,0.0,,10
DLPN,2,0,2,2,0.0,0.0,6
DLTR,2,3,2,3,3.0,1.0,14
DMLP,1,0,1,0,1.0,0.0,3
DMRC,2,1,0,1,0.0,0.0,4
DMTK,2,1,1,2,0.0,0.0,6
DOCU,3,3,2,3,0.0,0.0,11
DOMO,2,2,2,0,0.0,0.0,6
DOOO,1,0,1,0,0.0,1.0,3
DORM,1,2,1,2,1.0,2.0,9
DOX,3,1,3,1,3.0,1.0,12
DOYU,0,0,0,1,0.0,,1
DRIO,0,1,1,0,0.0,0.0,2
DRNA,0,0,1,2,0.0,0.0,3
DRRX,0,2,0,1,2.0,0.0,5
DSGX,3,1,3,1,3.0,2.0,13
DSKE,1,0,1,0,1.0,2.0,5
DSPG,2,1,2,1,0.0,0.0,6
DTEA,2,2,2,0,3.0,0.0,9
DTIL,1,1,1,1,0.0,,4
DUO,0,1,0,1,1.0,,3
DVAX,3,2,1,0,2.0,0.0,8
DWSN,0,0,2,0,0.0,0.0,2
DXCM,1,1,2,0,2.0,3.0,9
DXPE,0,0,2,0,0.0,0.0,2
DXYN,1,0,1,0,1.0,1.0,4
DYAI,1,0,0,0,0.0,0.0,1
DYNT,1,0,1,0,0.0,0.0,2
DZSI,0,0,0,0,0.0,1.0,1
EA,2,2,2,2,2.0,2.0,12
EAST,0,0,0,1,0.0,0.0,1
EBAY,3,2,3,2,2.0,2.0,14
EBC,0,0,0,0,,,0
EBIX,2,1,2,1,2.0,2.0,10
EBMT,0,3,0,3,0.0,1.0,7
EBSB,2,1,2,1,2.0,0.0,8
EBTC,0,1,0,1,0.0,0.0,2
ECHO,3,2,1,2,1.0,2.0,11
ECPG,0,2,0,2,0.0,1.0,5
EDAP,2,1,2,1,0.0,1.0,7
EDIT,1,0,1,2,1.0,0.0,5
EDRY,1,0,1,0,2.0,0.0,4
EDUC,0,1,0,1,0.0,0.0,2
EEFT,1,0,1,0,1.0,0.0,3
EFOI,2,2,1,2,2.0,0.0,9
EFSC,2,1,2,1,3.0,0.0,9
EGAN,0,1,2,1,0.0,1.0,5
EGBN,1,0,1,0,1.0,0.0,3
EGLE,1,0,1,0,0.0,1.0,3
EGRX,1,2,1,0,1.0,0.0,5
EHTH,3,1,3,1,2.0,1.0,11
EIGI,2,2,1,0,1.0,1.0,7
EKSO,0,0,0,0,2.0,0.0,2
ELTK,2,1,1,2,2.0,1.0,9
ELYS,2,0,2,0,0.0,0.0,4
EMKR,0,3,1,3,1.0,0.0,8
EML,1,0,1,0,2.0,1.0,5
ENDP,2,2,2,0,2.0,2.0,10
ENPH,1,1,3,1,1.0,1.0,8
ENTA,3,0,3,0,0.0,0.0,6
ENTG,0,2,2,2,1.0,2.0,9
EPAY,1,0,3,0,1.0,0.0,5
EPSN,2,0,2,0,2.0,1.0,7
EPZM,0,0,2,0,0.0,0.0,2
EQBK,1,0,1,0,2.0,0.0,4
EQIX,1,2,1,2,0.0,0.0,6
ERIC,1,0,2,1,1.0,3.0,8
ERIE,0,0,0,0,0.0,0.0,0
ERII,0,3,0,3,1.0,0.0,7
ESBK,3,2,3,2,3.0,2.0,15
ESCA,0,2,0,3,0.0,2.0,7
ESEA,2,2,0,2,0.0,2.0,8
ESGR,2,1,2,1,2.0,1.0,9
ESLT,3,1,3,1,2.0,1.0,11
ESSA,1,2,1,2,2.0,1.0,9
ESTA,1,0,1,0,0.0,0.0,2
ETSY,2,2,2,2,2.0,3.0,13
EVBG,0,0,0,0,0.0,0.0,0
EVER,1,1,1,1,0.0,0.0,4
EVK,1,0,1,0,3.0,2.0,7
EWBC,1,0,1,0,1.0,0.0,3
EXAS,1,1,1,1,0.0,0.0,4
EXC,1,1,1,0,0.0,1.0,4
EXEL,2,0,2,0,2.0,0.0,6
EXFO,2,0,0,0,2.0,0.0,4
EXLS,1,1,1,0,1.0,3.0,7
EXPD,2,2,2,2,0.0,2.0,10
EXPE,1,0,1,0,0.0,1.0,3
EXPO,1,0,1,1,3.0,0.0,6
EXTR,1,0,1,0,0.0,0.0,2
EYE,1,0,1,1,1.0,1.0,5
EZPW,2,0,2,0,2.0,0.0,6
FANG,1,1,1,0,0.0,0.0,3
FANH,0,0,2,1,0.0,0.0,3
FARM,1,0,1,0,0.0,0.0,2
FARO,3,0,3,0,2.0,2.0,10
FAST,0,0,0,0,0.0,2.0,2
FAT,1,0,3,0,0.0,0.0,4
FATE,0,0,2,3,0.0,0.0,5
FB,3,0,3,0,1.0,2.0,9
FBMS,2,0,2,0,2.0,1.0,7
FBNC,1,0,1,0,1.0,0.0,3
FBSS,3,0,3,0,0.0,0.0,6
FCAP,1,1,1,1,1.0,1.0,6
FCBC,3,2,3,2,2.0,0.0,12
FCBP,3,0,3,0,3.0,0.0,9
FCFS,2,1,2,1,2.0,0.0,8
FCNCA,2,0,2,0,0.0,1.0,5
FCRD,1,0,1,0,0.0,0.0,2
FDBC,1,2,1,2,2.0,1.0,9
FDUS,3,2,3,2,1.0,0.0,11
FEIM,0,1,0,1,1.0,0.0,3
FELE,0,2,0,0,0.0,2.0,4
FEYE,2,2,3,1,0.0,0.0,8
FFBC,3,0,3,0,2.0,0.0,8
FFHL,1,1,2,1,0.0,2.0,7
FFIC,2,2,2,2,1.0,1.0,10
FFIN,2,2,2,2,2.0,2.0,12
FFIV,1,1,1,3,2.0,0.0,8
FFNW,2,0,2,0,2.0,0.0,6
FFWM,1,2,1,2,1.0,2.0,9
FGEN,0,1,2,0,1.0,0.0,4
FHB,1,1,1,1,1.0,0.0,5
FIBK,1,0,1,0,1.0,0.0,3
FISI,0,0,0,0,2.0,1.0,3
FITB,1,1,1,1,0.0,0.0,4
FIVE,2,0,2,0,1.0,1.0,6
FIZZ,0,0,0,0,1.0,0.0,1
FLDM,1,3,1,2,0.0,0.0,7
FLEX,1,0,1,0,1.0,0.0,3
FLGT,1,3,1,3,1.0,2.0,11
FLIR,2,0,2,1,2.0,2.0,9
FLL,1,0,1,0,2.0,0.0,4
FLUX,2,3,2,0,0.0,0.0,7
FLWS,2,3,2,3,2.0,2.0,14
FLXN,1,0,1,0,0.0,0.0,2
FLXS,1,0,1,0,3.0,0.0,5
FMAO,3,1,3,1,2.0,2.0,12
FMBI,1,1,1,1,3.0,0.0,7
FMNB,2,3,2,3,2.0,2.0,14
FNCB,0,3,0,3,1.0,1.0,8
FNHC,0,0,0,1,0.0,0.0,1
FOLD,1,0,1,0,0.0,0.0,2
FONR,0,0,3,0,1.0,0.0,4
FORM,1,3,1,3,0.0,2.0,10
FORR,2,1,2,1,2.0,2.0,10
FORTY,1,3,1,1,2.0,1.0,9
FOSL,1,0,1,0,1.0,0.0,3
FOX,1,1,3,1,1.0,0.0,7
FOXA,1,1,3,1,1.0,0.0,7
FOXF,1,2,1,0,1.0,0.0,5
FPAY,1,1,3,1,0.0,0.0,6
FPRX,0,0,0,0,0.0,0.0,0
FRAF,3,1,3,1,1.0,1.0,10
FRGI,1,0,1,0,1.0,0.0,3
